sampleID_unique,score,module,sampleID,genotype,treatment_protocol,timepoint,fullSampleID,sex,experimentalBatch,treatment,genotype_treatment,genotype_timepoint,genotype_timepoint_treatment,genotype_timepoint_treatment_batch,seq_run,cell_set,sampleID_original,group,day_num
Set3_SAB12,0.46212906331407866,g2m,SAB12,T21,No Treatment,D8,S3T21 _D8_ctrl_1,F,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,1,Set3,SAB12,T21_CTRL_D8,8
Set3_SAB13,0.4590454751387474,g2m,SAB13,D21,1uM RA D3-D5,D8,S3D21_D8_RA_1,F,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,1,Set3,SAB13,D21_RA_D8,8
Set3_SAB14,0.4411371616264582,g2m,SAB14,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_1,F,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,1,Set3,SAB14,T21_RA_D8,8
Set3_SAB15,0.44570166496772,g2m,SAB15,D21,No Treatment,D10,S3D21_D10_ctrl_1,F,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,1,Set3,SAB15,D21_CTRL_D10,10
Set3_SAB16,0.44112866689319297,g2m,SAB16,T21,No Treatment,D10,S3T21 _D10_ctrl_1,F,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,1,Set3,SAB16,T21_CTRL_D10,10
Set3_SAB17,0.4355632008154944,g2m,SAB17,D21,1uM RA D3-D5,D10,S3D21_D10_RA_1,F,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,1,Set3,SAB17,D21_RA_D10,10
Set3_SAB18,0.4074711179068977,g2m,SAB18,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_1,F,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,1,Set3,SAB18,T21_RA_D10,10
Set3_SAB19,0.4760377732472534,g2m,SAB19,D21,No Treatment,D3,S3D21_D3_ctrl_2,F,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set3,SAB19,D21_CTRL_D3,3
Set3_SAB20,0.4755408313512288,g2m,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,T21_CTRL_D3,3
Set3_SAB21,0.47653329935440025,g2m,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,D21_CTRL_D4,4
Set3_SAB22,0.4754601313852078,g2m,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,T21_CTRL_D4,4
Set3_SAB23,0.4786980405481934,g2m,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,D21_RA_D4,4
Set3_SAB24,0.47723269905991605,g2m,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,T21_RA_D4,4
Set3_SAB25,0.4731792955034546,g2m,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,D21_CTRL_D6,6
Set3_SAB26,0.47495894212255074,g2m,SAB26,T21,No Treatment,D6,S3T21 _D6_ctrl_2,F,2,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_2,1,Set3,SAB26,T21_CTRL_D6,6
Set3_SAB27,0.4757815154604145,g2m,SAB27,D21,1uM RA D3-D5,D6,S3D21_D6_RA_2,F,2,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_2,1,Set3,SAB27,D21_RA_D6,6
Set3_SAB28,0.46859497111790693,g2m,SAB28,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_2,F,2,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_2,1,Set3,SAB28,T21_RA_D6,6
Set3_SAB29,0.4659403669724771,g2m,SAB29,D21,No Treatment,D8,S3D21_D8_ctrl_2,F,2,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_2,1,Set3,SAB29,D21_CTRL_D8,8
Set3_SAB30,0.4684349869747423,g2m,SAB30,T21,No Treatment,D8,S3T21 _D8_ctrl_2,F,2,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_2,1,Set3,SAB30,T21_CTRL_D8,8
Set3_SAB31,0.4700461547174086,g2m,SAB31,D21,1uM RA D3-D5,D8,S3D21_D8_RA_2,F,2,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_2,1,Set3,SAB31,D21_RA_D8,8
Set3_SAB32,0.4484638690678445,g2m,SAB32,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_2,F,2,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_2,1,Set3,SAB32,T21_RA_D8,8
Set3_SAB33,0.4421395401517725,g2m,SAB33,D21,No Treatment,D10,S3D21_D10_ctrl_2,F,2,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_2,1,Set3,SAB33,D21_CTRL_D10,10
Set3_SAB34,0.4622182580133649,g2m,SAB34,T21,No Treatment,D10,S3T21 _D10_ctrl_2,F,2,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_2,1,Set3,SAB34,T21_CTRL_D10,10
Set3_SAB35,0.4495851738588742,g2m,SAB35,D21,1uM RA D3-D5,D10,S3D21_D10_RA_2,F,2,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_2,1,Set3,SAB35,D21_RA_D10,10
Set3_SAB36,0.41043153244988106,g2m,SAB36,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_2,F,2,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_2,1,Set3,SAB36,T21_RA_D10,10
Set3_SAB37,0.4777508777891041,g2m,SAB37,D21,No Treatment,D3,S3D21_D3_ctrl_3,F,3,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_3,1,Set3,SAB37,D21_CTRL_D3,3
Set3_SAB38,0.47897270359044064,g2m,SAB38,T21,No Treatment,D3,S3T21 _D3 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set3,SAB38,T21_CTRL_D3,3
Set3_SAB39,0.47856637218258025,g2m,SAB39,D21,No Treatment,D4,S3D21_D4_ctrl_3,F,3,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_3,1,Set3,SAB39,D21_CTRL_D4,4
Set3_SAB40,0.4783058670291086,g2m,SAB40,T21,No Treatment,D4,S3T21 _D4 _ctrl_3,F,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set3,SAB40,T21_CTRL_D4,4
Set3_SAB41,0.47767159361196054,g2m,SAB41,D21,1uM RA D3-D5,D4,S3D21_D4_RA_3,F,3,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_3,1,Set3,SAB41,D21_RA_D4,4
Set3_SAB42,0.47598963642541636,g2m,SAB42,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_3,F,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set3,SAB42,T21_RA_D4,4
Set3_SAB43,0.47559463132857627,g2m,SAB43,D21,No Treatment,D6,S3D21_D6_ctrl_3,F,3,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_3,1,Set3,SAB43,D21_CTRL_D6,6
Set3_SAB44,0.47283667459508427,g2m,SAB44,T21,No Treatment,D6,S3T21 _D6_ctrl_3,F,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set3,SAB44,T21_CTRL_D6,6
Set3_SAB45,0.47337609015743576,g2m,SAB45,D21,1uM RA D3-D5,D6,S3D21_D6_RA_3,F,3,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_3,1,Set3,SAB45,D21_RA_D6,6
Set3_SAB46,0.47112073847547853,g2m,SAB46,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_3,F,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set3,SAB46,T21_RA_D6,6
Set3_SAB47,0.46327868388265947,g2m,SAB47,D21,No Treatment,D8,S3D21_D8_ctrl_3,F,3,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_3,1,Set3,SAB47,D21_CTRL_D8,8
Set3_SAB48,0.4645075886283838,g2m,SAB48,T21,No Treatment,D8,S3T21 _D8_ctrl_3,F,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,1,Set3,SAB48,T21_CTRL_D8,8
Set3_SAB49,0.4555937818552498,g2m,SAB49,D21,1uM RA D3-D5,D8,S3D21_D8_RA_3,F,3,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_3,1,Set3,SAB49,D21_RA_D8,8
Set3_SAB50,0.44064729867482166,g2m,SAB50,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_3,F,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,1,Set3,SAB50,T21_RA_D8,8
Set3_SAB51,0.45635972363801114,g2m,SAB51,D21,No Treatment,D10,S3D21_D10_ctrl_3,F,3,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_3,1,Set3,SAB51,D21_CTRL_D10,10
Set3_SAB52,0.45567165024351564,g2m,SAB52,T21,No Treatment,D10,S3T21 _D10_ctrl_3,F,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,1,Set3,SAB52,T21_CTRL_D10,10
Set3_SAB53,0.4376387473100012,g2m,SAB53,D21,1uM RA D3-D5,D10,S3D21_D10_RA_3,F,3,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_3,1,Set3,SAB53,D21_RA_D10,10
Set3_SAB54,0.4143617623739948,g2m,SAB54,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_3,F,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,1,Set3,SAB54,T21_RA_D10,10
Set4_SAB01,0.48077217125382254,g2m,SAB01,D21,No Treatment,D3,S4D21_D3_NT_1,M,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set4,SAB01,D21_CTRL_D3,3
Set4_SAB02,0.48000906104881635,g2m,SAB02,T21,No Treatment,D3,S4T21_D3_NT_1,M,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set4,SAB02,T21_CTRL_D3,3
Set4_SAB03,0.47790803035451357,g2m,SAB03,D21,No Treatment,D4,S4D21_D4_NT_1,M,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set4,SAB03,D21_CTRL_D4,4
Set4_SAB04,0.47956733491901693,g2m,SAB04,T21,No Treatment,D4,S4T21_D4_NT_1,M,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set4,SAB04,T21_CTRL_D4,4
Set4_SAB05,0.48065466077698504,g2m,SAB05,D21,1uM RA D3-D5,D4,S4D21_D4_RA_1,M,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set4,SAB05,D21_RA_D4,4
Set4_SAB06,0.4805003397893306,g2m,SAB06,T21,1uM RA D3-D5,D4,S4T21_D4_RA_1,M,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set4,SAB06,T21_RA_D4,4
Set4_SAB07,0.4769311360289954,g2m,SAB07,D21,No Treatment,D6,S4D21_D6_NT_1,M,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set4,SAB07,D21_CTRL_D6,6
Set4_SAB08,0.4783752406841093,g2m,SAB08,T21,No Treatment,D6,S4T21_D6_NT_1,M,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set4,SAB08,T21_CTRL_D6,6
Set4_SAB09,0.4774309095027749,g2m,SAB09,D21,1uM RA D3-D5,D6,S4D21_D6_RA_1,M,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set4,SAB09,D21_RA_D6,6
Set4_SAB10,0.47712934647185423,g2m,SAB10,T21,1uM RA D3-D5,D6,S4T21_D6_RA_1,M,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set4,SAB10,T21_RA_D6,6
Set4_SAB12,0.4811714237172954,g2m,SAB12,T21,No Treatment,D3,S4T21_D3_NT_3,M,3,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_3,1,Set4,SAB12,T21_CTRL_D3,3
Set4_SAB14,0.4798504926945294,g2m,SAB14,T21,No Treatment,D4,S4T21_D4_NT_3,M,3,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_3,1,Set4,SAB14,T21_CTRL_D4,4
Set4_SAB16,0.47975988220636534,g2m,SAB16,T21,1uM RA D3-D5,D4,S4T21_D4_RA_3,M,3,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_3,1,Set4,SAB16,T21_RA_D4,4
Set4_SAB18,0.47800147242043267,g2m,SAB18,T21,No Treatment,D6,S4T21_D6_NT_3,M,3,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_3,1,Set4,SAB18,T21_CTRL_D6,6
Set4_SAB20,0.4771930569713445,g2m,SAB20,T21,1uM RA D3-D5,D6,S4T21_D6_RA_3,M,3,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_3,1,Set4,SAB20,T21_RA_D6,6
Set4_SAB21,0.48149705515913477,g2m,SAB21,D21,No Treatment,D3,S4D21_D3_NT_4,M,4,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_4,1,Set4,SAB21,D21_CTRL_D3,3
Set4_SAB22,0.4803233661796352,g2m,SAB22,T21,No Treatment,D3,S4T21_D3_NT_4,M,4,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_4,1,Set4,SAB22,T21_CTRL_D3,3
Set4_SAB23,0.4818255181787292,g2m,SAB23,D21,No Treatment,D4,S4D21_D4_NT_4,M,4,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_4,1,Set4,SAB23,D21_CTRL_D4,4
Set4_SAB24,0.4818750707894439,g2m,SAB24,T21,No Treatment,D4,S4T21_D4_NT_4,M,4,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_4,1,Set4,SAB24,T21_CTRL_D4,4
Set4_SAB25,0.4823748442632235,g2m,SAB25,D21,1uM RA D3-D5,D4,S4D21_D4_RA_4,M,4,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_4,1,Set4,SAB25,D21_RA_D4,4
Set4_SAB26,0.4822714916751615,g2m,SAB26,T21,1uM RA D3-D5,D4,S4T21_D4_RA_4,M,4,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_4,1,Set4,SAB26,T21_RA_D4,4
Set4_SAB61,0.4798434137501416,g2m,SAB61,D21,No Treatment,D6,S4D21_D6_NT_4,M,4,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_4,2,Set4,SAB61,D21_CTRL_D6,6
Set4_SAB62,0.47831011439574134,g2m,SAB62,T21,No Treatment,D6,S4T21_D6_NT_4,M,4,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_4,2,Set4,SAB62,T21_CTRL_D6,6
Set4_SAB63,0.48032195039075787,g2m,SAB63,D21,1uM RA D3-D5,D6,S4D21_D6_RA_4,M,4,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_4,2,Set4,SAB63,D21_RA_D6,6
Set4_SAB64,0.478019877675841,g2m,SAB64,T21,1uM RA D3-D5,D6,S4T21_D6_RA_4,M,4,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_4,2,Set4,SAB64,T21_RA_D6,6
Set4_SAB65,0.4721542643560992,g2m,SAB65,D21,No Treatment,D8,S4D21_D8_NT_1,M,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,2,Set4,SAB65,D21_CTRL_D8,8
Set4_SAB66,0.4751882999207159,g2m,SAB66,T21,No Treatment,D8,S4T21_D8_NT_1,M,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,2,Set4,SAB66,T21_CTRL_D8,8
Set4_SAB67,0.46753596103749007,g2m,SAB67,D21,1uM RA D3-D5,D8,S4D21_D8_RA_1,M,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,2,Set4,SAB67,D21_RA_D8,8
Set4_SAB68,0.47053884924680045,g2m,SAB68,T21,1uM RA D3-D5,D8,S4T21_D8_RA_1,M,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,2,Set4,SAB68,T21_RA_D8,8
Set4_SAB69,0.4596953222335485,g2m,SAB69,D21,No Treatment,D10,S4D21_D10_NT_1,M,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,2,Set4,SAB69,D21_CTRL_D10,10
Set4_SAB70,0.46536838826594173,g2m,SAB70,T21,No Treatment,D10,S4T21_D10_NT_1,M,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,2,Set4,SAB70,T21_CTRL_D10,10
Set4_SAB71,0.454990655793408,g2m,SAB71,D21,1uM RA D3-D5,D10,S4D21_D10_RA_1,M,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,2,Set4,SAB71,D21_RA_D10,10
Set4_SAB72,0.45920404349303434,g2m,SAB72,T21,1uM RA D3-D5,D10,S4T21_D10_RA_1,M,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,2,Set4,SAB72,T21_RA_D10,10
Set4_SAB74,0.47384046890927634,g2m,SAB74,T21,No Treatment,D8,S4T21_D8_NT_3,M,3,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_3,2,Set4,SAB74,T21_CTRL_D8,8
Set4_SAB76,0.46579878808472086,g2m,SAB76,T21,1uM RA D3-D5,D8,S4T21_D8_RA_3,M,3,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_3,2,Set4,SAB76,T21_RA_D8,8
Set4_SAB78,0.4596684222448749,g2m,SAB78,T21,No Treatment,D10,S4T21_D10_NT_3,M,3,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_3,2,Set4,SAB78,T21_CTRL_D10,10
Set4_SAB80,0.4406430513081889,g2m,SAB80,T21,1uM RA D3-D5,D10,S4T21_D10_RA_3,M,3,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_3,2,Set4,SAB80,T21_RA_D10,10
Set4_SAB81,0.4750297315664288,g2m,SAB81,D21,No Treatment,D8,S4D21_D8_NT_4,M,4,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_4,2,Set4,SAB81,D21_CTRL_D8,8
Set4_SAB82,0.47507786838826593,g2m,SAB82,T21,No Treatment,D8,S4T21_D8_NT_4,M,4,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_4,2,Set4,SAB82,T21_CTRL_D8,8
Set4_SAB83,0.4725478536640616,g2m,SAB83,D21,1uM RA D3-D5,D8,S4D21_D8_RA_4,M,4,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_4,2,Set4,SAB83,D21_RA_D8,8
Set4_SAB84,0.47383197417601086,g2m,SAB84,T21,1uM RA D3-D5,D8,S4T21_D8_RA_4,M,4,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_4,2,Set4,SAB84,T21_RA_D8,8
Set4_SAB85,0.4622777211462228,g2m,SAB85,D21,No Treatment,D10,S4D21_D10_NT_4,M,4,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_4,2,Set4,SAB85,D21_CTRL_D10,10
Set4_SAB86,0.46412390984256424,g2m,SAB86,T21,No Treatment,D10,S4T21_D10_NT_4,M,4,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_4,2,Set4,SAB86,T21_CTRL_D10,10
Set4_SAB87,0.46038056405028893,g2m,SAB87,D21,1uM RA D3-D5,D10,S4D21_D10_RA_4,M,4,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_4,2,Set4,SAB87,D21_RA_D10,10
Set4_SAB88,0.45903981198323696,g2m,SAB88,T21,1uM RA D3-D5,D10,S4T21_D10_RA_4,M,4,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_4,2,Set4,SAB88,T21_RA_D10,10
Set3_SAB01,0.48115301846188696,e2f,SAB01,D21,No Treatment,D3,S3D21_D3_ctrl_1,F,1,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_1,1,Set3,SAB01,D21_CTRL_D3,3
Set3_SAB02,0.47926718767697374,e2f,SAB02,T21,No Treatment,D3,S3T21 _D3 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_1,1,Set3,SAB02,T21_CTRL_D3,3
Set3_SAB03,0.4745356212481594,e2f,SAB03,D21,No Treatment,D4,S3D21_D4_ctrl_1,F,1,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_1,1,Set3,SAB03,D21_CTRL_D4,4
Set3_SAB04,0.47607599954694757,e2f,SAB04,T21,No Treatment,D4,S3T21 _D4 _ctrl_1,F,1,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_1,1,Set3,SAB04,T21_CTRL_D4,4
Set3_SAB05,0.4788608562691131,e2f,SAB05,D21,1uM RA D3-D5,D4,S3D21_D4_RA_1,F,1,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_1,1,Set3,SAB05,D21_RA_D4,4
Set3_SAB06,0.4748570053233663,e2f,SAB06,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_1,F,1,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_1,1,Set3,SAB06,T21_RA_D4,4
Set3_SAB07,0.468303318609129,e2f,SAB07,D21,No Treatment,D6,S3D21_D6_ctrl_1,F,1,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_1,1,Set3,SAB07,D21_CTRL_D6,6
Set3_SAB08,0.4666539245667686,e2f,SAB08,T21,No Treatment,D6,S3T21 _D6_ctrl_1,F,1,CTRL,T21_CTRL,T21_D6,T21_D6_CTRL,T21_D6_CTRL_1,1,Set3,SAB08,T21_CTRL_D6,6
Set3_SAB09,0.47102729640955954,e2f,SAB09,D21,1uM RA D3-D5,D6,S3D21_D6_RA_1,F,1,RA,D21_RA,D21_D6,D21_D6_RA,D21_D6_RA_1,1,Set3,SAB09,D21_RA_D6,6
Set3_SAB10,0.46419753086419746,e2f,SAB10,T21,1uM RA D3-D5,D6,S3T21 _D6_RA_1,F,1,RA,T21_RA,T21_D6,T21_D6_RA,T21_D6_RA_1,1,Set3,SAB10,T21_RA_D6,6
Set3_SAB11,0.45470183486238536,e2f,SAB11,D21,No Treatment,D8,S3D21_D8_ctrl_1,F,1,CTRL,D21_CTRL,D21_D8,D21_D8_CTRL,D21_D8_CTRL_1,1,Set3,SAB11,D21_CTRL_D8,8
Set3_SAB12,0.4536116774266621,e2f,SAB12,T21,No Treatment,D8,S3T21 _D8_ctrl_1,F,1,CTRL,T21_CTRL,T21_D8,T21_D8_CTRL,T21_D8_CTRL_1,1,Set3,SAB12,T21_CTRL_D8,8
Set3_SAB13,0.44474742326424277,e2f,SAB13,D21,1uM RA D3-D5,D8,S3D21_D8_RA_1,F,1,RA,D21_RA,D21_D8,D21_D8_RA,D21_D8_RA_1,1,Set3,SAB13,D21_RA_D8,8
Set3_SAB14,0.42148034885037944,e2f,SAB14,T21,1uM RA D3-D5,D8,S3T21 _D8_RA_1,F,1,RA,T21_RA,T21_D8,T21_D8_RA,T21_D8_RA_1,1,Set3,SAB14,T21_RA_D8,8
Set3_SAB15,0.4330615018688413,e2f,SAB15,D21,No Treatment,D10,S3D21_D10_ctrl_1,F,1,CTRL,D21_CTRL,D21_D10,D21_D10_CTRL,D21_D10_CTRL_1,1,Set3,SAB15,D21_CTRL_D10,10
Set3_SAB16,0.4248343527013252,e2f,SAB16,T21,No Treatment,D10,S3T21 _D10_ctrl_1,F,1,CTRL,T21_CTRL,T21_D10,T21_D10_CTRL,T21_D10_CTRL_1,1,Set3,SAB16,T21_CTRL_D10,10
Set3_SAB17,0.41706025597462915,e2f,SAB17,D21,1uM RA D3-D5,D10,S3D21_D10_RA_1,F,1,RA,D21_RA,D21_D10,D21_D10_RA,D21_D10_RA_1,1,Set3,SAB17,D21_RA_D10,10
Set3_SAB18,0.3865981424849926,e2f,SAB18,T21,1uM RA D3-D5,D10,S3T21 _D10_RA_1,F,1,RA,T21_RA,T21_D10,T21_D10_RA,T21_D10_RA_1,1,Set3,SAB18,T21_RA_D10,10
Set3_SAB19,0.47875184052554076,e2f,SAB19,D21,No Treatment,D3,S3D21_D3_ctrl_2,F,2,CTRL,D21_CTRL,D21_D3,D21_D3_CTRL,D21_D3_CTRL_2,1,Set3,SAB19,D21_CTRL_D3,3
Set3_SAB20,0.4786612300373768,e2f,SAB20,T21,No Treatment,D3,S3T21 _D3 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D3,T21_D3_CTRL,T21_D3_CTRL_2,1,Set3,SAB20,T21_CTRL_D3,3
Set3_SAB21,0.47684052554083134,e2f,SAB21,D21,No Treatment,D4,S3D21_D4_ctrl_2,F,2,CTRL,D21_CTRL,D21_D4,D21_D4_CTRL,D21_D4_CTRL_2,1,Set3,SAB21,D21_CTRL_D4,4
Set3_SAB22,0.47611422584664165,e2f,SAB22,T21,No Treatment,D4,S3T21 _D4 _ctrl_2,F,2,CTRL,T21_CTRL,T21_D4,T21_D4_CTRL,T21_D4_CTRL_2,1,Set3,SAB22,T21_CTRL_D4,4
Set3_SAB23,0.4787985615585004,e2f,SAB23,D21,1uM RA D3-D5,D4,S3D21_D4_RA_2,F,2,RA,D21_RA,D21_D4,D21_D4_RA,D21_D4_RA_2,1,Set3,SAB23,D21_RA_D4,4
Set3_SAB24,0.4768490202740968,e2f,SAB24,T21,1uM RA D3-D5,D4,S3T21 _D4_RA_2,F,2,RA,T21_RA,T21_D4,T21_D4_RA,T21_D4_RA_2,1,Set3,SAB24,T21_RA_D4,4
Set3_SAB25,0.46814899762147477,e2f,SAB25,D21,No Treatment,D6,S3D21_D6_ctrl_2,F,2,CTRL,D21_CTRL,D21_D6,D21_D6_CTRL,D21_D6_CTRL_2,1,Set3,SAB25,D21_CTRL_D6,6
